317	6AC0	2013-12-29 13:51:58.103000000
318	6AC0	2013-12-29 13:51:58.103000000
319	6AC0	2013-12-29 13:51:58.103000000
506	7AC0	2013-12-29 13:51:58.103000000
506	7B40	2013-12-29 13:51:58.103000000
514	7C20	2013-12-29 13:51:58.120000000
515	7C20	2013-12-29 13:51:58.120000000
516	7C20	2013-12-29 13:51:58.120000000
517	7C20	2013-12-29 13:51:58.120000000
518	7C20	2013-12-29 13:51:58.120000000
519	7C20	2013-12-29 13:51:58.120000000
520	7C20	2013-12-29 13:51:58.120000000
521	7C20	2013-12-29 13:51:58.120000000
522	7C20	2013-12-29 13:51:58.120000000
928	6AC0	2013-12-29 13:51:58.103000000
929	6AC0	2013-12-29 13:51:58.103000000
930	6AC0	2013-12-29 13:51:58.103000000
931	6AC0	2013-12-29 13:51:58.103000000
932	6AC0	2013-12-29 13:51:58.103000000
933	6AC0	2013-12-29 13:51:58.103000000
934	6AC0	2013-12-29 13:51:58.103000000
935	7BC0	2013-12-29 13:51:58.103000000
936	7BC0	2013-12-29 13:51:58.103000000
937	7BC0	2013-12-29 13:51:58.103000000
938	7BC0	2013-12-29 13:51:58.103000000
939	7BC0	2013-12-29 13:51:58.103000000
940	7BC0	2013-12-29 13:51:58.103000000
941	7BC0	2013-12-29 13:51:58.103000000
977	5AC0	2013-12-29 13:51:58.103000000
997	5AC0	2013-12-29 13:51:58.103000000
998	5AC0	2013-12-29 13:51:58.103000000
999	5AC0	2013-12-29 13:51:58.120000000
